Capital Humano
Sigla,Código,Município,1991,2000,
PI,2201988,Brejo do Piauí,,135530.3826852,
PI,2202000,Buriti dos Lopes,726905.132593949,725584.296881682,
PI,2202026,Buriti dos Montes,,261808.304538854,
PI,2202059,Cabeceiras do Piauí,,352082.047278142,
PI,2202075,Cajazeiras do Piauí,,118754.421245137,
PI,2202083,Cajueiro da Praia,,234349.523907493,
PI,2202091,Caldeirão Grande do Piauí,,206508.142310316,
PI,2202109,Campinas do Piauí,163120.740641525,201399.888773959,
PI,2202117,Campo Alegre do Fidalgo,,139881.46026774,
PI,2202133,Campo Grande do Piauí,,180497.897406347,
PI,2202174,Campo Largo do Piauí,,194165.322673677,
PI,2202208,Campo Maior,2664040.46008268,2525234.88845231,
PI,2202251,Canavieira,,171887.596341829,
PI,2202307,Canto do Buriti,751354.760191807,846669.904421946,
PI,2202406,Capitão de Campos,284821.626490297,435951.034818952,
PI,2202455,Capitão Gervásio Oliveira,,129145.503632368,
PI,2202505,Caracol,276022.697844664,363727.831323934,
PI,2202539,Caraúbas do Piauí,,137126.682121259,
PI,2202554,Caridade do Piauí,,165540.5886645,
PI,2202604,Castelo do Piauí,764275.911561659,730208.053793913,
PI,2202653,Caxingó,,112299.182860215,
PI,2202703,Cocal,613361.055298313,810572.99398782,
PI,2202711,Cocal de Telha,,180018.620070656,
PI,2202729,Cocal dos Alves,,151233.035366134,
PI,2202737,Coivaras,,151338.331647638,
PI,2202752,Colônia do Gurguéia,,237781.520490716,
PI,2202778,Colônia do Piauí,,269925.374130489,
PI,2202802,Conceição do Canindé,179933.303226134,192047.313998418,
PI,2202851,Coronel José Dias,,200016.875312406,
PI,2202901,Corrente,893481.88063694,1239264.03762831,
PI,2203008,Cristalândia do Piauí,166081.04802626,299440.587895109,
PI,2203107,Cristino Castro,327372.271209754,419956.51057159,
PI,2203206,Curimatá,407395.425852798,480330.558486706,
PI,2203230,Currais,,167533.065014074,
PI,2203255,Curralinhos,,133816.426905584,
PI,2203271,Curral Novo do Piauí,,136385.103602672,
PI,2203305,Demerval Lobão,365989.655213122,636726.15653119,
PI,2203354,Dirceu Arcoverde,320909.610653479,267668.362653032,
PI,2203404,Dom Expedito Lopes,191246.077279599,314726.070818141,
PI,2203420,Domingos Mourão,95540.0550849432,136783.575928337,
PI,2203453,Dom Inocêncio,232540.72460033,315553.236818149,
PI,2203503,Elesbão Veloso,492925.108554768,715592.770577051,
PI,2203602,Eliseu Martins,301968.036142072,236156.842527358,
PI,2203701,Esperantina,1072054.89890748,1501699.5074754,
PI,2203750,Fartura do Piauí,,188356.206792013,
PI,2203800,Flores do Piauí,145157.110194064,168663.495596902,
PI,2203859,Floresta do Piauí,,73016.5675448478,
PI,2203909,Floriano,2425454.82380958,3726223.8024302,
PI,2204006,Francinópolis,157293.571459333,222402.249394149,
PI,2204105,Francisco Ayres,138151.137326735,229369.965493783,
PI,2204154,Francisco Macedo,,79302.8398779902,
PI,2204204,Francisco Santos,213127.155735711,348939.753877149,
PI,2204303,Fronteiras,432662.358421442,476398.734220271,
PI,2204352,Geminiano,,167247.951000967,
PI,2204402,Gilbués,315321.555409299,451554.797132318,
PI,2204501,Guadalupe,379442.543517706,527253.401689761,
PI,2204550,Guaribas,,136881.054113297,
PI,2204600,Hugo Napoleão,117599.143909566,161610.106709454,
PI,2204659,Ilha Grande,,360788.154134234,
PI,2204709,Inhuma,422911.452023435,696878.977412352,
PI,2204808,Ipiranga do Piauí,246564.912596125,416615.019106019,
PI,2204907,Isaías Coelho,181967.397214147,305560.481820227,
PI,2205003,Itainópolis,374784.876612378,439724.354908709,
PI,2205102,Itaueira,315625.612103468,482138.389952782,
PI,2205151,Jacobina do Piauí,,222829.661115408,
PI,2205201,Jaicós,709039.197668389,650440.635815368,
PI,2205250,Jardim do Mulato,,173072.607449822,
PI,2205276,Jatobá do Piauí,,176264.019456328,
PI,2205300,Jerumenha,242719.244417403,215970.396312286,
PI,2205359,João Costa,,115479.607044798,
PI,2205409,Joaquim Pires,346133.279644283,454713.560817307,
PI,2205458,Joca Marques,,145163.416140602,
PI,2205508,José de Freitas,933810.579761891,1554736.68997708,
PI,2205516,Juazeiro do Piauí,,162902.446159009,
PI,2205524,Júlio Borges,,218563.31928349,
PI,2205532,Jurema,,157120.090599453,
PI,2205540,Lagoinha do Piauí,,111116.014426619,
PI,2205557,Lagoa Alegre,,260115.570872773,
PI,2205565,Lagoa do Barro do Piauí,,157851.588017915,
PI,2205573,Lagoa de São Francisco,,205173.768413247,
PI,2205581,Lagoa do Piauí,,148792.729492082,
PI,2205599,Lagoa do Sítio,,183678.665521977,
PI,2205607,Landri Sales,186791.338023895,245477.540696551,
PI,2205706,Luís Correia,726327.347529796,987744.489924144,
PI,2205805,Luzilândia,920945.115919207,1000738.63546234,
PI,2205854,Madeiro,,253725.785182918,
PI,2205904,Manoel Emídio,205151.429356814,262804.380885717,
PI,2205953,Marcolândia,,261113.494656052,
PI,2206001,Marcos Parente,148220.667453555,199271.498397097,
PI,2206050,Massapê do Piauí,,224783.502587458,
PI,2206100,Matias Olímpio,336982.387476609,371437.436236796,
PI,2206209,Miguel Alves,653447.879191125,987931.773392311,
PI,2206308,Miguel Leão,38892.7858490763,51822.1994671187,
PI,2206357,Milton Brandão,,221690.776249875,
PI,2206407,Monsenhor Gil,319331.480889463,496494.413183876,
PI,2206506,Monsenhor Hipólito,187414.417275923,302953.579737672,
PI,2206605,Monte Alegre do Piauí,258699.223177631,434794.051147397,
PI,2206654,Morro Cabeça no Tempo,,157628.923233821,
PI,2206670,Morro do Chapéu do Piauí,,211125.528839792,
PI,2206696,Murici dos Portelas,,189756.673930932,
PI,2206704,Nazaré do Piauí,199519.969987939,297367.786859486,
PI,2206720,Nazária,,,
PI,2206753,Nossa Senhora de Nazaré,,170519.073079861,
PI,2206803,Nossa Senhora dos Remédios,163436.19638397,256480.52311645,
PI,2206902,Novo Oriente do Piauí,187934.655105402,281366.851573996,
PI,2206951,Novo Santo Antônio,,114958.932732807,
PI,2207009,Oeiras,1527245.06513622,1740576.49195865,
PI,2207108,Olho D'Água do Piauí,,105355.069461534,
PI,2207207,Padre Marcos,503699.096129915,282627.80718693,
PI,2207306,Paes Landim,141371.274565861,206297.131877936,
PI,2207355,Pajeú do Piauí,,118708.158264743,
PI,2207405,Palmeira do Piauí,119002.400484388,208419.269374912,
PI,2207504,Palmeirais,282833.005016326,462729.813732427,
PI,2207553,Paquetá,,161739.239256797,
PI,2207603,Parnaguá,337883.14389692,356307.783311961,
PI,2207702,Parnaíba,5534904.08805836,8291755.75131782,
PI,2207751,Passagem Franca do Piauí,,151739.45190375,
PI,2207777,Patos do Piauí,,221055.581860268,
PI,2207793,Pau D'Arco do Piauí,,,
PI,2207801,Paulistana,907625.158172216,727689.365928189,
PI,2207850,Pavussu,,141049.259236992,
PI,2207900,Pedro II,1223915.238951,1413790.8030677,
PI,2207934,Pedro Laurentino,,86007.2595391758,
PI,2207959,Nova Santa Rita,,155439.691412533,
PI,2208007,Picos,3378632.68602125,4347739.71288322,
PI,2208106,Pimenteiras,270964.917845425,447249.441205914,
PI,2208205,Pio IX,430067.896781061,626412.409064074,
PI,2208304,Piracuruca,923643.939349627,1052702.41650754,
PI,2208403,Piripiri,2190545.81185848,2987139.58867614,
PI,2208502,Porto,338146.182842806,377136.591048314,
PI,2208551,Porto Alegre do Piauí,,92625.4641219854,
PI,2208601,Prata do Piauí,85199.2408341233,121448.046381733,
PI,2208650,Queimada Nova,,257511.516928233,
PI,2208700,Redenção do Gurguéia,198179.281281618,345165.514504634,
PI,2208809,Regeneração,599003.112566692,766562.193169146,
PI,2208858,Riacho Frio,,188776.420009704,
PI,2208874,Ribeira do Piauí,,127142.304116613,
PI,2208908,Ribeiro Gonçalves,299607.86534268,258212.833990313,
PI,2209005,Rio Grande do Piauí,266706.009370619,271921.763711029,
PI,2209104,Santa Cruz do Piauí,277783.700043614,296323.087639706,
PI,2209153,Santa Cruz dos Milagres,,144400.081235704,
PI,2209203,Santa Filomena,138933.746535793,240804.10642219,
PI,2209302,Santa Luz,139078.997188624,222134.567918338,
PI,2209351,Santana do Piauí,,179601.086844564,
PI,2209377,Santa Rosa do Piauí,,220187.002474917,
PI,2209401,Santo Antônio de Lisboa,168433.527996331,243986.277650482,
PI,2209450,Santo Antônio dos Milagres,,109106.615119905,
PI,2209500,Santo Inácio do Piauí,153161.553612304,164103.566714011,
PI,2209559,São Braz do Piauí,,150040.888834185,
PI,2209609,São Félix do Piauí,171644.823305373,158973.828125807,
PI,2209658,São Francisco de Assis do Piauí,,110889.560242997,
PI,2209708,São Francisco do Piauí,169142.754727253,223296.440473193,
PI,2209757,São Gonçalo do Gurguéia,,92540.2517606861,
PI,2209807,São Gonçalo do Piauí,178533.627796272,248879.770916062,
PI,2209856,São João da Canabrava,181994.587812217,162485.924237515,
PI,2209872,São João da Fronteira,,160166.571136923,
PI,2209906,São João da Serra,194962.513513541,266463.416642973,
PI,2209955,São João da Varjota,,189015.796343926,
PI,2209971,São João do Arraial,,204465.865766773,
PI,2210003,São João do Piauí,1041207.9569941,971623.625927601,
PI,2210052,São José do Divino,,183409.48943436,
PI,2210102,São José do Peixe,150718.24293104,163171.459605466,
PI,2210201,São José do Piauí,172490.615786373,229815.049346563,
PI,2210300,São Julião,274628.628563095,262797.614485397,
PI,2210359,São Lourenço do Piauí,,190765.542940562,
PI,2210375,São Luis do Piauí,,103947.95412585,
PI,2210383,São Miguel da Baixa Grande,,66563.5657884798,
PI,2210391,São Miguel do Fidalgo,,110863.3305717,
PI,2210409,São Miguel do Tapuio,587942.400571497,672100.461666113,
PI,2210508,São Pedro do Piauí,369265.913336957,559336.380370666,
PI,2210607,São Raimundo Nonato,1443103.59119994,1523708.41350433,
PI,2210623,Sebastião Barros,,179196.928609606,
PI,2210631,Sebastião Leal,,135314.527375453,
PI,2210656,Sigefredo Pacheco,,349927.26039588,
PI,2210706,Simões,566171.01992837,577627.945172869,
PI,2210805,Simplício Mendes,403051.512941078,550459.772481775,
PI,2210904,Socorro do Piauí,150802.199807592,188491.330999058,
PI,2210938,Sussuapara,,229727.882660606,
PI,2210953,Tamboril do Piauí,,72276.1758047694,
PI,2210979,Tanque do Piauí,,107465.248888786,
PI,2211001,Teresina,37218327.1476233,60491844.0643564,
PI,2211100,União,1226327.19970267,1727535.09121471,
PI,2211209,Uruçuí,488222.979305997,789829.938077859,
PI,2211308,Valença do Piauí,786903.048439467,1131105.07014453,
PI,2211357,Várzea Branca,,189816.67371278,
PI,2211407,Várzea Grande,223601.206374602,196459.091833995,
PI,2211506,Vera Mendes,,113805.390808634,
PI,2211605,Vila Nova do Piauí,,129898.441234979,
PI,2211704,Wall Ferraz,,137882.656877644,
PR,4100103,Abatiá,430218.650360194,462822.716384094,
PR,4100202,Adrianópolis,328391.020133147,359113.876669169,
PR,4100301,Agudos do Sul,209104.790587964,354038.550454607,
PR,4100400,Almirante Tamandaré,2698206.47948128,5140980.74934441,
PR,4100459,Altamira do Paraná,266008.135182075,360358.518697513,
PR,4100509,Altônia,1149035.75164815,1210815.78394562,
PR,4100608,Alto Paraná,577423.774721866,802109.056036253,
PR,4100707,Alto Piquiri,705889.024358482,672318.58839083,
PR,4100806,Alvorada do Sul,469811.880599289,616537.165585534,
PR,4100905,Amaporã,168961.178324808,271260.736912365,
PR,4101002,Ampére,620687.671848888,944819.580812681,
PR,4101051,Anahy,,199267.23354276,
PR,4101101,Andirá,1068203.5110488,1512262.43870434,
PR,4101150,Ângulo,,174528.879101849,
PR,4101200,Antonina,722083.663490302,1134080.0345222,
PR,4101309,Antônio Olinto,248527.834728655,350549.192926029,
PR,4101408,Apucarana,5833582.88864771,8342744.18674739,
PR,4101507,Arapongas,3900688.95939965,6545374.8778728,
PR,4101606,Arapoti,932796.082234624,1436569.89181066,
PR,4101655,Arapuã,,221103.187942312,
PR,4101705,Araruna,587667.432557305,780429.944567157,
PR,4101804,Araucária,2833931.98736903,6060136.5634597,
PR,4101853,Ariranha do Ivaí,,160751.084900963,
PR,4101903,Assaí,1037026.93758552,1300482.74279611,
PR,4102000,Assis Chateaubriand,2027202.13666931,2452475.03008089,
PR,4102109,Astorga,1243101.52639584,1659961.86559713,
PR,4102208,Atalaia,205639.209872698,293751.764957433,
PR,4102307,Balsa Nova,313348.90019262,611319.571290506,
PR,4102406,Bandeirantes,1853768.27671698,2565930.18254869,
PR,4102505,Barbosa Ferraz,781814.91991961,832600.56623219,
PR,4102604,Barracão,576146.321862384,556533.566286494,
PR,4102703,Barra do Jacaré,155479.350743509,203186.029338925,
PR,4102752,Bela Vista da Caroba,,224618.79044141,
PR,4102802,Bela Vista do Paraíso,762971.634149239,1003362.61500837,
PR,4102901,Bituruna,478722.894521496,823959.261284625,
PR,4103008,Boa Esperança,313218.969051433,369580.478181952,
PR,4103024,Boa Esperança do Iguaçu,,168697.737330665,
PR,4103040,Boa Ventura de São Roque,,316571.89083095,
PR,4103057,Boa Vista da Aparecida,375590.999620146,432421.8411454,
PR,4103107,Bocaiúva do Sul,381745.524270104,465177.991126433,
PR,4103156,Bom Jesus do Sul,,226538.641313741,
PR,4103206,Bom Sucesso,273001.044472948,354798.424939299,
PR,4103222,Bom Sucesso do Sul,,212033.793070255,
PR,4103305,Borrazópolis,535237.067411275,562132.549965249,
PR,4103354,Braganey,308506.284254535,371742.608944557,
PR,4103370,Brasilândia do Sul,,226088.947911179,
PR,4103404,Cafeara,102309.347855013,138836.542372874,
PR,4103453,Cafelândia,401485.13101562,828212.705207555,
PR,4103479,Cafezal do Sul,,245101.754581057,
PR,4103503,Califórnia,368056.01100154,484167.840037596,
PR,4103602,Cambará,1180378.07008386,1648984.73930455,
PR,4103701,Cambé,3868665.3693209,6421222.11718765,
PR,4103800,Cambira,459425.125802535,418142.219039702,
PR,4103909,Campina da Lagoa,899134.46777044,1001935.61938295,
PR,4103958,Campina do Simão,,224926.535585787,
PR,4104006,Campina Grande do Sul,783266.124394407,2095883.13522924,
PR,4104055,Campo Bonito,189712.582036484,245558.704169402,
PR,4104105,Campo do Tenente,189334.647237776,338012.485050597,
PR,4104204,Campo Largo,3392458.02505512,6296912.28006008,
PR,4104253,Campo Magro,,1105224.47113682,
PR,4104303,Campo Mourão,4782322.45924982,6747840.75462809,
PR,4104402,Cândido de Abreu,654962.887119729,853285.3890756,
PR,4104428,Candói,,689002.037776649,
PR,4104451,Cantagalo,809028.851136055,617713.736369957,
PR,4104501,Capanema,891637.315800081,1089800.91042571,
PR,4104600,Capitão Leônidas Marques,724910.943576784,898868.273351183,
PR,4104659,Carambeí,,940003.847763847,
PR,4104709,Carlópolis,588810.838858828,809373.263317231,
PR,4104808,Cascavel,11355255.6572539,20651896.7749398,
PR,4104907,Castro,2801697.29422589,3997452.17199681,
PR,4105003,Catanduvas,378423.664065529,601251.211400154,
PR,4105102,Centenário do Sul,634237.863340599,714124.706057967,
PR,4105201,Cerro Azul,613069.600766241,670908.174000091,
PR,4105300,Céu Azul,503378.694656752,687587.029150778,
PR,4105409,Chopinzinho,1008933.26873852,1240521.07036034,
PR,4105508,Cianorte,2713969.61996627,4180960.28745625,
PR,4105607,Cidade Gaúcha,415017.516388551,599894.058137334,
PR,4105706,Clevelândia,870573.472889597,1047382.13248766,
PR,4105805,Colombo,5249137.5706909,11593796.3653294,
PR,4105904,Colorado,977016.334681939,1452579.99232039,
PR,4106001,Congonhinhas,282255.569424329,404587.622316027,
PR,4106100,Conselheiro Mairinck,144337.214098384,196761.683635214,
PR,4106209,Contenda,391134.225513145,729459.686858817,
PR,4106308,Corbélia,1049456.86229665,996511.393833482,
PR,4106407,Cornélio Procópio,3098184.9873197,4253631.00024842,
PR,4106456,Coronel Domingos Soares,,287976.394785227,
PR,4106506,Coronel Vivida,1143881.32131606,1341461.54617012,
PR,4106555,Corumbataí do Sul,221293.347446257,263343.994844859,
PR,4106571,Cruzeiro do Iguaçu,,225059.25753067,
PR,4106605,Cruzeiro do Oeste,1217449.0308359,1419296.83800334,
PR,4106704,Cruzeiro do Sul,226921.391584148,285857.525896187,
PR,4106803,Cruz Machado,563617.163744227,829172.975267532,
PR,4106852,Cruzmaltina,,179403.722776563,
PR,4106902,Curitiba,112986697.693396,179027789.779265,
PR,4107009,Curiúva,353311.329263905,588923.022610005,
PR,4107108,Diamante do Norte,369935.10417174,394163.412157694,
PR,4107124,Diamante do Sul,,154626.348335964,
PR,4107157,Diamante D'Oeste,307461.992138069,273600.931879419,
PR,4107207,Dois Vizinhos,1767428.90024269,2200142.05377109,
PR,4107256,Douradina,321887.072688771,401416.622955382,
PR,4107306,Doutor Camargo,318269.024796026,385069.001306324,
PR,4107405,Enéas Marques,489268.4704839,377584.622231788,
PR,4107504,Engenheiro Beltrão,756343.341862088,990417.730077018,
PR,4107520,Esperança Nova,,145922.353163134,
PR,4107538,Entre Rios do Oeste,,255525.86792814,
PR,4107546,Espigão Alto do Iguaçu,,248635.227597931,
PR,4107553,Farol,,212234.241366866,
PR,4107603,Faxinal,882431.686697631,960325.885884904,
PR,4107652,Fazenda Rio Grande,,3590122.88300557,
PR,4107702,Fênix,284092.939589425,311348.811547241,
PR,4107736,Fernandes Pinheiro,,290708.323464553,
PR,4107751,Figueira,381558.75239523,476219.090789346,
PR,4107801,Floraí,305551.52398672,349285.721043234,
PR,4107850,Flor da Serra do Sul,,263071.12550343,
PR,4107900,Floresta,229616.67086555,378387.269009713,
PR,4108007,Florestópolis,484476.169762288,738991.728745545,
PR,4108106,Flórida,116436.534691297,171075.031616425,
PR,4108205,Formosa do Oeste,763007.649214776,569868.123025209,
PR,4108304,Foz do Iguaçu,10494291.008851,19643508.1585754,
PR,4108320,Francisco Alves,408755.203022179,399333.31526697,
PR,4108403,Francisco Beltrão,3302928.46987408,5157600.69914468,
PR,4108452,Foz do Jordão,,290790.81802922,
PR,4108502,General Carneiro,417589.433641621,684087.786272482,
PR,4108551,Godoy Moreira,190144.075527932,205793.991621581,
PR,4108601,Goioerê,2139404.49290091,2074627.63119428,
PR,4108650,Goioxim,,331035.450433451,
PR,4108700,Grandes Rios,420722.235739063,430511.331254508,
PR,4108809,Guaíra,1440956.0709346,2095576.77305238,
PR,4108908,Guairaçá,236983.692767521,335571.115750961,
PR,4108957,Guamiranga,,342783.422968065,
PR,4109005,Guapirama,159633.002696358,225590.515899774,
PR,4109104,Guaporema,96495.7122186474,117167.508197721,
PR,4109203,Guaraci,242500.356310566,301244.661342932,
PR,4109302,Guaraniaçu,1019886.75453109,993295.420689859,
PR,4109401,Guarapuava,7664587.96638192,10615611.915206,
PR,4109500,Guaraqueçaba,239969.640583523,358766.745893153,
PR,4109609,Guaratuba,850392.725671519,1598436.91666498,
PR,4109658,Honório Serpa,,363414.225439265,
PR,4109708,Ibaiti,1119565.4773278,1500578.74897945,
PR,4109757,Ibema,242452.613842277,289201.043231035,
PR,4109807,Ibiporã,1786918.33145605,3077059.17730329,
PR,4109906,Icaraíma,529653.520964766,591611.333974892,
PR,4110003,Iguaraçu,287802.205508262,255717.959011226,
PR,4110052,Iguatu,,125989.142059528,
PR,4110078,Imbaú,,416699.132047407,
PR,4110102,Imbituva,982238.106082038,1278539.14830194,
PR,4110201,Inácio Martins,444332.980895849,513568.961556633,
PR,4110300,Inajá,110825.349364356,158622.179706372,
PR,4110409,Indianópolis,309722.966311672,280534.543132727,
PR,4110508,Ipiranga,428227.338353275,638685.479348497,
PR,4110607,Iporã,1181789.07265999,1057308.93340403,
PR,4110656,Iracema do Oeste,,170980.248050096,
PR,4110706,Irati,2462388.4389006,3534207.91226338,
PR,4110805,Iretama,618293.213730884,609714.96698653,
PR,4110904,Itaguajé,204769.390000135,276095.704120599,
PR,4110953,Itaipulândia,,459945.866945542,
PR,4111001,Itambaracá,459105.145783714,454774.924230769,
PR,4111100,Itambé,331712.472216088,406643.755664369,
PR,4111209,Itapejara d'Oeste,431813.144343966,569124.417487913,
PR,4111258,Itaperuçu,,876485.408754038,
PR,4111308,Itaúna do Sul,191262.935855199,233290.127436571,
PR,4111407,Ivaí,418979.084415512,591330.606995279,
PR,4111506,Ivaiporã,2079966.58742261,2223807.86462749,
PR,4111555,Ivaté,,401048.305968637,
PR,4111605,Ivatuba,154113.652258408,260428.345825996,
PR,4111704,Jaboti,181472.557043061,262135.322687923,
PR,4111803,Jacarezinho,2485205.07345545,2995111.75416385,
PR,4111902,Jaguapitã,510366.163948866,711406.155320355,
PR,4112009,Jaguariaíva,1143988.13770881,1900517.24063319,
PR,4112108,Jandaia do Sul,1139123.5543645,1580592.39323982,
PR,4112207,Janiópolis,472238.849003886,462038.643465857,
PR,4112306,Japira,170906.592875824,272255.265106607,
PR,4112405,Japurá,395796.3237018,507490.712467457,
PR,4112504,Jardim Alegre,859781.402428687,797961.830872983,
PR,4112603,Jardim Olinda,75723.157254834,86746.205415171,
PR,4112702,Jataizinho,472182.005961814,692534.478724502,
PR,4112751,Jesuítas,643898.64493572,626812.476917133,
PR,4112801,Joaquim Távora,468463.78576649,640706.363510812,
PR,4112900,Jundiaí do Sul,176959.134382209,215382.561940854,
PR,4112959,Juranda,372936.402882968,494979.338631111,
PR,4113007,Jussara,307331.379453329,376936.943529164,
PR,4113106,Kaloré,322302.321038141,306253.618890915,
PR,4113205,Lapa,1762235.24557648,2533665.87313397,
PR,4113254,Laranjal,,273152.987048756,
PR,4113304,Laranjeiras do Sul,2160012.49128394,1879522.1827933,
PR,4113403,Leópolis,224382.430545736,297270.905991707,
PR,4113429,Lidianópolis,,295710.96705958,
PR,4113452,Lindoeste,255098.842299941,350203.284403346,
PR,4113502,Loanda,925621.878407718,1343856.40101368,
PR,4113601,Lobato,220737.843599371,293699.354485658,
PR,4113700,Londrina,28052656.8816584,42687092.322478,
PR,4113734,Luiziana,325054.543796454,395677.081266521,
PR,4113759,Lunardelli,320127.221543058,312337.518946012,
PR,4113809,Lupionópolis,207009.52546274,277786.661105452,
PR,4113908,Mallet,501788.596073322,701292.654436971,
PR,4114005,Mamborê,703984.497857888,970925.794895747,
PR,4114104,Mandaguaçu,683492.231368,1134691.4318761,
PR,4114203,Mandaguari,1629439.90628501,2414607.3358965,
PR,4114302,Mandirituba,1582389.79387199,920329.078487639,
PR,4114351,Manfrinópolis,,163682.285561927,
PR,4114401,Mangueirinha,944696.975933798,918419.08569764,
PR,4114500,Manoel Ribas,484960.756211158,753192.221868193,
PR,4114609,Marechal Cândido Rondon,2834845.09537702,3354800.0270879,
PR,4114708,Maria Helena,357419.080946999,377851.369599706,
PR,4114807,Marialva,1227186.80543256,2113892.73366618,
PR,4114906,Marilândia do Sul,571633.175573397,545129.568604338,
PR,4115002,Marilena,262808.532354368,363744.659011671,
PR,4115101,Mariluz,461315.623672888,546727.408073652,
PR,4115200,Maringá,18433300.6217668,29939605.9448206,
PR,4115309,Mariópolis,292228.258317466,403811.888578846,
PR,4115358,Maripá,,414953.283151474,
PR,4115408,Marmeleiro,698903.688307304,821856.861509416,
PR,4115457,Marquinho,,238065.146588855,
PR,4115507,Marumbi,247574.679649183,294729.832582393,
PR,4115606,Matelândia,795438.757536592,961396.999650227,
PR,4115705,Matinhos,588695.396238032,1571007.22763248,
PR,4115739,Mato Rico,,222703.775616591,
PR,4115754,Mauá da Serra,,336881.113091984,
PR,4115804,Medianeira,2174833.57492268,2846956.89878231,
PR,4115853,Mercedes,,255374.238567962,
PR,4115903,Mirador,100708.44986665,147880.095144611,
PR,4116000,Miraselva,241915.629346812,137065.195938462,
PR,4116059,Missal,518950.319917684,693199.413647933,
PR,4116109,Moreira Sales,712004.40146342,770686.815428641,
PR,4116208,Morretes,610404.921044719,939940.191516158,
PR,4116307,Munhoz de Melo,185630.249995007,204867.634426038,
PR,4116406,Nossa Senhora das Graças,157345.246473897,214221.533377279,
PR,4116505,Nova Aliança do Ivaí,55134.1706537206,85008.5372137373,
PR,4116604,Nova América da Colina,169487.186978145,207010.195126502,
PR,4116703,Nova Aurora,751431.771607932,911225.874523222,
PR,4116802,Nova Cantu,431014.929150103,527208.75630379,
PR,4116901,Nova Esperança,1331629.10086149,1768463.10069271,
PR,4116950,Nova Esperança do Sudoeste,,272766.565641734,
PR,4117008,Nova Fátima,420283.3963804,515519.920580809,
PR,4117057,Nova Laranjeiras,,552122.350529593,
PR,4117107,Nova Londrina,673638.20739819,910733.382110093,
PR,4117206,Nova Olímpia,264123.725909094,334484.035598709,
PR,4117214,Nova Santa Bárbara,,202028.744375449,
PR,4117222,Nova Santa Rosa,340558.328116,470973.84063743,
PR,4117255,Nova Prata do Iguaçu,459240.255762971,580958.342082535,
PR,4117271,Nova Tebas,526432.838919463,500161.970259461,
PR,4117297,Novo Itacolomi,,177655.39493922,
PR,4117305,Ortigueira,851642.511230865,1110131.8409314,
PR,4117404,Ourizona,170939.769510142,216103.802892552,
PR,4117453,Ouro Verde do Oeste,268524.525007637,323716.810449701,
PR,4117503,Paiçandu,905794.613169733,1822981.87508279,
PR,4117602,Palmas,1655256.74360583,2146253.61731402,
PR,4117701,Palmeira,1328858.69121019,1918273.28102819,
PR,4117800,Palmital,743557.093038482,861849.731365868,
PR,4117909,Palotina,1813046.48177173,2061994.3483002,
PR,4118006,Paraíso do Norte,441500.995400034,665553.485910171,
PR,4118105,Paranacity,408272.915124582,581578.200952818,
PR,4118204,Paranaguá,6307717.96683474,9264791.78762062,
PR,4118303,Paranapoema,107072.961548163,148071.556504623,
PR,4118402,Paranavaí,4473127.22331086,6303149.2962109,
PR,4118451,Pato Bragado,,277675.275879809,
PR,4118501,Pato Branco,3522953.4976725,5539517.20132973,
PR,4118600,Paula Freitas,187021.32843231,291015.70432641,
PR,4118709,Paulo Frontin,274843.90864746,364925.670165342,
PR,4118808,Peabiru,654200.382553678,899805.646717891,
PR,4118857,Perobal,,335401.558012596,
PR,4118907,Pérola,700535.544704869,585561.875681034,
PR,4119004,Pérola d'Oeste,516660.924860965,406421.178850153,
PR,4119103,Piên,280144.127228897,554128.000283324,
PR,4119152,Pinhais,,7627290.90279194,
PR,4119202,Pinhalão,232672.906098052,351130.040652419,
PR,4119251,Pinhal de São Bento,,123434.780897753,
PR,4119301,Pinhão,1447714.32143334,1483712.70380533,
PR,4119400,Piraí do Sul,893815.366947265,1273684.10388731,
PR,4119509,Piraquara,5482590.66057546,4310538.3027203,
PR,4119608,Pitanga,2220584.69998764,2046611.34060518,
PR,4119657,Pitangueiras,,133827.63670463,
PR,4119707,Planaltina do Paraná,204055.64022727,239263.602840824,
PR,4119806,Planalto,642396.413164372,781140.982657356,
PR,4119905,Ponta Grossa,14682631.2447682,22236021.4589503,
PR,4119954,Pontal do Paraná,,922743.981469142,
PR,4120002,Porecatu,961308.889869744,1160573.38930125,
PR,4120101,Porto Amazonas,178934.825418845,243253.090179219,
PR,4120150,Porto Barreiro,,194194.171050824,
PR,4120200,Porto Rico,139371.301868225,155116.851417121,
PR,4120309,Porto Vitória,144246.14554694,205994.236412697,
PR,4120333,Prado Ferreira,,202186.810996198,
PR,4120358,Pranchita,339009.52084745,372554.515355967,
PR,4120408,Presidente Castelo Branco,155749.803738631,270843.940760001,
PR,4120507,Primeiro de Maio,616403.611942342,698813.333042203,
PR,4120606,Prudentópolis,1863788.17558781,2496790.26603705,
PR,4120655,Quarto Centenário,,329190.600184847,
PR,4120705,Quatiguá,301604.766378249,437831.161665975,
PR,4120804,Quatro Barras,469638.660568475,1148260.73220147,
PR,4120853,Quatro Pontes,,270325.171390253,
PR,4120903,Quedas do Iguaçu,1192894.99679209,1535189.23366964,
PR,4121000,Querência do Norte,399483.353087178,646872.376387138,
PR,4121109,Quinta do Sol,252191.667993223,360021.259496307,
PR,4121208,Quitandinha,461854.71929541,722423.082218301,
