Capital Humano
Sigla,Código,Município,1991,2000,
MA,2110104,Santa Quitéria do Maranhão,550827.109817579,1085312.54097954,
MA,2110203,Santa Rita,595116.985350487,1083978.2046712,
MA,2110237,Santana do Maranhão,,315318.394504167,
MA,2110278,Santo Amaro do Maranhão,,312663.024938151,
MA,2110302,Santo Antônio dos Lopes,493402.827659695,583609.776960451,
MA,2110401,São Benedito do Rio Preto,410163.52943373,624914.397214084,
MA,2110500,São Bento,923235.698818195,1565460.93605908,
MA,2110609,São Bernardo,596056.627538548,889912.549024517,
MA,2110658,São Domingos do Azeitão,,273913.54999397,
MA,2110708,São Domingos do Maranhão,908886.333889625,1353845.23776946,
MA,2110807,São Félix de Balsas,178745.791212125,204125.311875179,
MA,2110856,São Francisco do Brejão,,293008.342887965,
MA,2110906,São Francisco do Maranhão,334730.698425578,489051.417349717,
MA,2111003,São João Batista,544091.852171073,852538.281376781,
MA,2111029,São João do Carú,,382394.896505174,
MA,2111052,São João do Paraíso,,459580.64260594,
MA,2111078,São João do Soter,,529363.379676425,
MA,2111102,São João dos Patos,889553.625864987,1156280.7955742,
MA,2111201,São José de Ribamar,3005563.50919004,6925298.84939779,
MA,2111250,São José dos Basílios,,296077.511700917,
MA,2111300,São Luís,47196930.4102664,76577435.0314058,
MA,2111409,São Luís Gonzaga do Maranhão,655737.918148076,852498.45662277,
MA,2111508,São Mateus do Maranhão,881543.012702166,1432737.46804394,
MA,2111532,São Pedro da Água Branca,,472033.727278164,
MA,2111573,São Pedro dos Crentes,,159280.982954295,
MA,2111607,São Raimundo das Mangabeiras,454990.953690554,683922.055318322,
MA,2111631,São Raimundo do Doca Bezerra,,225253.312936283,
MA,2111672,São Roberto,,149921.15529171,
MA,2111706,São Vicente Ferrer,451207.899570154,806788.181733879,
MA,2111722,Satubinha,,384990.10561039,
MA,2111748,Senador Alexandre Costa,,316159.147474668,
MA,2111763,Senador La Rocque,,672893.182277985,
MA,2111789,Serrano do Maranhão,,335403.594705802,
MA,2111805,Sítio Novo,368197.07331999,599021.592751423,
MA,2111904,Sucupira do Norte,299160.098046875,434303.604899476,
MA,2111953,Sucupira do Riachão,,172982.927684688,
MA,2112001,Tasso Fragoso,170960.477642858,270992.369209173,
MA,2112100,Timbiras,549509.321087966,942540.619691861,
MA,2112209,Timon,4146927.12203699,7042170.66810289,
MA,2112233,Trizidela do Vale,,758211.933411088,
MA,2112274,Tufilândia,,187703.945518026,
MA,2112308,Tuntum,920268.730339751,1401837.08998687,
MA,2112407,Turiaçu,863328.161525263,1041043.72722815,
MA,2112456,Turilândia,,600801.52347248,
MA,2112506,Tutóia,1033654.55122873,1313605.7428768,
MA,2112605,Urbano Santos,589854.863999744,701148.393440428,
MA,2112704,Vargem Grande,901596.67315799,1208990.61741099,
MA,2112803,Viana,1349873.49448222,2098413.66128535,
MA,2112852,Vila Nova dos Martírios,,261516.549889214,
MA,2112902,Vitória do Mearim,1244078.06098201,1325858.99062054,
MA,2113009,Vitorino Freire,899062.613112932,1221185.15135448,
MA,2114007,Zé Doca,1623418.55829438,2011035.23975855,
MG,3100104,Abadia dos Dourados,285591.881605773,377055.960763127,
MG,3100203,Abaeté,925275.264182849,1350201.8084109,
MG,3100302,Abre Campo,665001.839379891,724981.135873212,
MG,3100401,Acaiaca,121304.680758789,207678.151933774,
MG,3100500,Açucena,786245.876047738,511803.377140842,
MG,3100609,Água Boa,422990.474902369,700849.393032721,
MG,3100708,Água Comprida,76543.2391880591,127836.497796736,
MG,3100807,Aguanil,135630.254450956,200959.181213733,
MG,3100906,Águas Formosas,725504.932866559,927370.574605297,
MG,3101003,Águas Vermelhas,524583.186267504,510139.200566702,
MG,3101102,Aimorés,1139314.46166423,1441965.47273997,
MG,3101201,Aiuruoca,258868.262960006,340495.397639696,
MG,3101300,Alagoa,109180.47641988,144315.120239171,
MG,3101409,Albertina,106416.764924316,151625.20107815,
MG,3101508,Além Paraíba,1877290.50323351,2569781.30203291,
MG,3101607,Alfenas,3230245.36560634,5419355.35109936,
MG,3101631,Alfredo Vasconcelos,,292629.086913962,
MG,3101706,Almenara,1556741.31668795,1918786.22334078,
MG,3101805,Alpercata,236697.534253374,350474.104642721,
MG,3101904,Alpinópolis,958211.540152615,1008045.42770711,
MG,3102001,Alterosa,429146.202893348,702298.686947691,
MG,3102050,Alto Caparaó,,225159.17031538,
MG,3102100,Alto Rio Doce,479977.256956202,649267.633478693,
MG,3102209,Alvarenga,180259.827380169,229099.161133065,
MG,3102308,Alvinópolis,664515.938961215,871083.390431908,
MG,3102407,Alvorada de Minas,108480.294094342,135723.042843578,
MG,3102506,Amparo do Serra,221439.756143076,249534.416945615,
MG,3102605,Andradas,1461743.30288784,2211766.43252155,
MG,3102704,Cachoeira de Pajeú,245718.352299402,354438.095361073,
MG,3102803,Andrelândia,570616.094084453,745251.488847198,
MG,3102852,Angelândia,,275949.671699429,
MG,3102902,Antônio Carlos,403459.241666198,648814.086821783,
MG,3103009,Antônio Dias,308974.483839668,474254.613218827,
MG,3103108,Antônio Prado de Minas,96945.8060145424,105243.19143901,
MG,3103207,Araçaí,92719.6438718478,134978.275614664,
MG,3103306,Aracitaba,89056.2473431954,115229.046841997,
MG,3103405,Araçuaí,1185340.69549221,1910793.67866803,
MG,3103504,Araguari,5419621.15018023,8054413.07198686,
MG,3103603,Arantina,127567.930572752,176563.725746876,
MG,3103702,Araponga,222528.066519516,310832.990211703,
MG,3103751,Araporã,,340981.117723812,
MG,3103801,Arapuá,144413.676486222,182804.123936405,
MG,3103900,Araújos,247123.082678184,370185.12666159,
MG,3104007,Araxá,4192947.55917829,6478119.42892041,
MG,3104106,Arceburgo,347145.642926998,492817.729688415,
MG,3104205,Arcos,1428075.65171316,2507039.85648706,
MG,3104304,Areado,529824.077389632,796558.670106683,
MG,3104403,Argirita,116974.172235224,184879.81337561,
MG,3104452,Aricanduva,,172618.818424044,
MG,3104502,Arinos,548180.373442045,912077.632965044,
MG,3104601,Astolfo Dutra,588833.527533128,805777.089643765,
MG,3104700,Ataléia,553703.659033298,796060.223476368,
MG,3104809,Augusto de Lima,198320.434076127,262454.564913293,
MG,3104908,Baependi,727754.986560094,1027411.0845994,
MG,3105004,Baldim,349624.747385386,445021.905341143,
MG,3105103,Bambuí,1102552.54309436,1468673.94062402,
MG,3105202,Bandeira,167406.842393388,250833.727173096,
MG,3105301,Bandeira do Sul,169414.213529438,254061.552133224,
MG,3105400,Barão de Cocais,931595.893985758,1557391.81944079,
MG,3105509,Barão de Monte Alto,252104.491858185,320619.19154934,
MG,3105608,Barbacena,6374247.76376163,9450870.51181814,
MG,3105707,Barra Longa,321332.782622197,382764.392212672,
MG,3105905,Barroso,901234.885988113,1290634.77770803,
MG,3106002,Bela Vista de Minas,423806.533695024,637926.704491733,
MG,3106101,Belmiro Braga,161554.140385032,199039.801198238,
MG,3106200,Belo Horizonte,165797313.584249,240583328.981012,
MG,3106309,Belo Oriente,646310.731951524,1115098.30077115,
MG,3106408,Belo Vale,267763.395096242,445199.174428098,
MG,3106507,Berilo,503508.409738529,617745.504995064,
MG,3106606,Bertópolis,293933.821152411,181831.1107269,
MG,3106655,Berizal,,189628.891677773,
MG,3106705,Betim,7828257.88338653,20309517.4217356,
MG,3106804,Bias Fortes,182973.576851923,213930.96760026,
MG,3106903,Bicas,691520.743691008,970333.520675115,
MG,3107000,Biquinhas,137079.206615034,147924.735772558,
MG,3107109,Boa Esperança,1553799.75207334,2362875.30205785,
MG,3107208,Bocaina de Minas,202423.445815677,264362.090481202,
MG,3107307,Bocaiúva,1835261.888316,2555696.27500069,
MG,3107406,Bom Despacho,1854762.49943694,3029710.98170892,
MG,3107505,Bom Jardim de Minas,321774.498619444,411106.336057851,
MG,3107604,Bom Jesus da Penha,120811.906203105,201002.08397574,
MG,3107703,Bom Jesus do Amparo,186740.299303507,251943.272646022,
MG,3107802,Bom Jesus do Galho,592564.706664672,759912.103310744,
MG,3107901,Bom Repouso,329334.960012779,556846.683041705,
MG,3108008,Bom Sucesso,699637.29759455,1050418.69831372,
MG,3108107,Bonfim,283875.634511763,358980.908885268,
MG,3108206,Bonfinópolis de Minas,548424.752602412,382281.315048552,
MG,3108255,Bonito de Minas,,293031.136456925,
MG,3108305,Borda da Mata,744334.14685247,942943.41728668,
MG,3108404,Botelhos,639949.796474609,853881.333783437,
MG,3108503,Botumirim,213325.767715918,320747.335765441,
MG,3108552,Brasilândia de Minas,,621462.869615453,
MG,3108602,Brasília de Minas,1444479.66983554,1750905.82149899,
MG,3108701,Brás Pires,201682.087147231,240727.310788973,
MG,3108800,Braúnas,232818.798946788,245794.069167418,
MG,3108909,Brasópolis,625967.687894035,917044.93742463,
MG,3109006,Brumadinho,990691.884270223,1859915.31697164,
MG,3109105,Bueno Brandão,476982.460220323,607145.012002559,
MG,3109204,Buenópolis,369248.737895141,569684.99636681,
MG,3109253,Bugre,,171159.288356521,
MG,3109303,Buritis,675634.219963603,1132557.14592827,
MG,3109402,Buritizeiro,790909.948962162,1317720.74922061,
MG,3109451,Cabeceira Grande,,297292.856976044,
MG,3109501,Cabo Verde,502712.813566044,788235.046411642,
MG,3109600,Cachoeira da Prata,188350.561558727,259697.885228299,
MG,3109709,Cachoeira de Minas,469088.836782139,686988.435106373,
MG,3109808,Cachoeira Dourada,98618.2678417178,156774.137089213,
MG,3109907,Caetanópolis,332827.488884707,560251.063953721,
MG,3110004,Caeté,1787646.70659064,2600813.37415436,
MG,3110103,Caiana,173581.967565718,220982.179879743,
MG,3110202,Cajuri,144450.634349648,264401.835868857,
MG,3110301,Caldas,584564.41063458,736730.228676907,
MG,3110400,Camacho,126569.601851825,196026.760470862,
MG,3110509,Camanducaia,702881.736243249,1166256.48460761,
MG,3110608,Cambuí,1043744.32388505,1598872.82177,
MG,3110707,Cambuquira,552547.351470752,791155.641238819,
MG,3110806,Campanário,268642.332506594,180259.106047103,
MG,3110905,Campanha,664821.179839982,937204.016698645,
MG,3111002,Campestre,810417.925362967,1197660.80174182,
MG,3111101,Campina Verde,933717.074307173,1158205.05256432,
MG,3111150,Campo Azul,,160893.120186888,
MG,3111200,Campo Belo,2192357.32297967,3350763.09138616,
MG,3111309,Campo do Meio,472997.608354732,633326.509637864,
MG,3111408,Campo Florido,237703.44451234,320896.735706776,
MG,3111507,Campos Altos,480130.101827236,739331.812299828,
MG,3111606,Campos Gerais,984694.069192628,1515418.04618935,
MG,3111705,Canaã,192563.68553465,253468.028193174,
MG,3111804,Canápolis,770260.993425792,614464.042321955,
MG,3111903,Cana Verde,207936.412933564,309071.8762343,
MG,3112000,Candeias,537069.446898936,771888.982752384,
MG,3112059,Cantagalo,,186820.697406883,
MG,3112109,Caparaó,279961.31205891,231178.131630973,
MG,3112208,Capela Nova,236950.75985599,276065.824674196,
MG,3112307,Capelinha,972752.11837898,1485218.45921244,
MG,3112406,Capetinga,292246.437983889,405473.573649509,
MG,3112505,Capim Branco,273789.064560908,442187.601406708,
MG,3112604,Capinópolis,694105.535899955,946354.528410003,
MG,3112653,Capitão Andrade,,197102.075805115,
MG,3112703,Capitão Enéas,407247.576621974,648060.32830934,
MG,3112802,Capitólio,352558.395366964,493542.80895956,
MG,3112901,Caputira,259789.49216341,433886.197307074,
MG,3113008,Caraí,526823.582012058,877874.930592233,
MG,3113107,Caranaíba,124942.213816276,194718.908562644,
MG,3113206,Carandaí,836862.209054122,1294283.1475802,
MG,3113305,Carangola,1987474.50148366,2184557.4724574,
MG,3113404,Caratinga,5231651.19769774,5220433.54950177,
MG,3113503,Carbonita,247873.596782816,419701.77667551,
MG,3113602,Careaçu,248909.706412386,343244.192190692,
MG,3113701,Carlos Chagas,854928.929121048,1241516.56778458,
MG,3113800,Carmésia,88481.7346795389,111913.737231292,
MG,3113909,Carmo da Cachoeira,444270.409865221,650044.891848187,
MG,3114006,Carmo da Mata,470228.990446674,617357.002545578,
MG,3114105,Carmo de Minas,461175.332580503,681183.49923347,
MG,3114204,Carmo do Cajuru,675875.442762803,1112156.82233996,
MG,3114303,Carmo do Paranaíba,1379975.02973428,1891167.34286972,
MG,3114402,Carmo do Rio Claro,780952.720248088,1378146.55165009,
MG,3114501,Carmópolis de Minas,550033.337605964,824055.091774075,
MG,3114550,Carneirinho,,562207.642509394,
MG,3114600,Carrancas,206674.570199956,231723.189492613,
MG,3114709,Carvalhópolis,115739.674214352,171781.005733764,
MG,3114808,Carvalhos,179403.740544175,243357.980201006,
MG,3114907,Casa Grande,81317.6172711882,116872.446964236,
MG,3115003,Cascalho Rico,123086.230709492,154585.311404557,
MG,3115102,Cássia,795547.493625669,1119136.93524404,
MG,3115201,Conceição da Barra de Minas,151487.259325424,210823.226424725,
MG,3115300,Cataguases,3379848.57928537,4701262.35000639,
MG,3115359,Catas Altas,,266441.539205828,
MG,3115409,Catas Altas da Noruega,108351.16191919,160209.514594776,
MG,3115458,Catuji,,336468.921016402,
MG,3115474,Catuti,,222310.350213432,
MG,3115508,Caxambu,1057946.33280616,1673616.45219392,
MG,3115607,Cedro do Abaeté,58150.9498551065,75399.0889580758,
MG,3115706,Central de Minas,247737.03008649,354056.827941824,
MG,3115805,Centralina,673081.344761466,619562.624496176,
MG,3115904,Chácara,127581.124469204,118581.022693533,
MG,3116001,Chalé,212879.435421311,338284.733616305,
MG,3116100,Chapada do Norte,378501.299527329,595363.185273271,
MG,3116159,Chapada Gaúcha,,311690.526500902,
MG,3116209,Chiador,126733.231789376,158218.133230784,
MG,3116308,Cipotânea,204436.738594899,293863.647171312,
MG,3116407,Claraval,135705.679611385,227687.898270344,
MG,3116506,Claro dos Poções,269682.239782156,471409.447871575,
MG,3116605,Cláudio,844676.534642863,1327660.69775046,
MG,3116704,Coimbra,249751.439401648,388205.332642513,
MG,3116803,Coluna,311771.308220067,438337.015963798,
MG,3116902,Comendador Gomes,120527.232626664,180193.79744636,
MG,3117009,Comercinho,282980.640497797,459657.668319646,
MG,3117108,Conceição da Aparecida,407470.39714179,533911.560550604,
MG,3117207,Conceição das Pedras,91418.8227632353,159169.46368929,
MG,3117306,Conceição das Alagoas,683042.24113715,1037188.20901771,
MG,3117405,Conceição de Ipanema,190182.228414726,231826.961924876,
MG,3117504,Conceição do Mato Dentro,575989.392063163,803610.868142146,
MG,3117603,Conceição do Pará,170371.422460235,254455.180236595,
MG,3117702,Conceição do Rio Verde,449631.857054906,714263.400464313,
MG,3117801,Conceição dos Ouros,337088.945552476,540513.894108977,
MG,3117836,Cônego Marinho,,315181.227656652,
MG,3117876,Confins,,315892.041293431,
MG,3117900,Congonhal,356780.761786917,510141.406081906,
MG,3118007,Congonhas,1915533.76640586,3028021.03372306,
MG,3118106,Congonhas do Norte,119357.342382619,209495.81999365,
MG,3118205,Conquista,336469.510797415,415588.731066604,
MG,3118304,Conselheiro Lafaiete,5166838.96577673,8140545.35283437,
MG,3118403,Conselheiro Pena,1212569.78407142,1222963.90755449,
MG,3118502,Consolação,67016.879614151,89479.3306904363,
MG,3118601,Contagem,25610655.10078,41812545.4296366,
MG,3118700,Coqueiral,395757.413740983,553689.052918129,
MG,3118809,Coração de Jesus,1065312.66139647,1244956.61046244,
MG,3118908,Cordisburgo,338085.751690785,486628.019194147,
MG,3119005,Cordislândia,140955.679327489,194490.50665019,
MG,3119104,Corinto,1165681.70489506,1453393.98671208,
MG,3119203,Coroaci,355974.231416783,545456.077860367,
MG,3119302,Coromandel,1253388.51072686,1872326.38409546,
MG,3119401,Coronel Fabriciano,4937101.67125748,7367810.86386678,
MG,3119500,Coronel Murta,290484.441192208,484093.84004141,
MG,3119609,Coronel Pacheco,148660.101892777,192863.97050873,
MG,3119708,Coronel Xavier Chaves,139598.194430103,186180.765320355,
MG,3119807,Córrego Danta,201280.394773173,223558.766872851,
MG,3119906,Córrego do Bom Jesus,155892.978990935,232498.936242166,
MG,3119955,Córrego Fundo,,273673.02742976,
MG,3120003,Córrego Novo,264411.6119323,171782.044339047,
MG,3120102,Couto de Magalhães de Minas,143170.297696823,217733.05097559,
MG,3120151,Crisólita,,199985.457185225,
MG,3120201,Cristais,349888.432565998,513272.383585356,
MG,3120300,Cristália,118301.590103051,225308.690564774,
MG,3120409,Cristiano Otoni,179666.521604854,302755.982194425,
MG,3120508,Cristina,408758.351396743,593405.575852612,
MG,3120607,Crucilândia,159590.194595286,225448.42405915,
MG,3120706,Cruzeiro da Fortaleza,138021.452646027,235346.352232007,
MG,3120805,Cruzília,536096.496961692,762453.738010042,
MG,3120839,Cuparaque,,221145.478866588,
MG,3120870,Curral de Dentro,,258582.476367041,
MG,3120904,Curvelo,2830514.36183029,4450052.18884748,
MG,3121001,Datas,145353.702978561,277506.432487093,
MG,3121100,Delfim Moreira,303054.346130772,439876.490016266,
MG,3121209,Delfinópolis,258116.898397057,369819.592129995,
MG,3121258,Delta,,308566.612060778,
MG,3121308,Descoberto,151639.405618522,228204.720464206,
MG,3121407,Desterro de Entre Rios,231212.960661522,331620.750137997,
MG,3121506,Desterro do Melo,130887.743775905,149998.010401012,
MG,3121605,Diamantina,2150550.23217134,3082218.07933551,
MG,3121704,Diogo de Vasconcelos,113846.608284545,153338.16986416,
MG,3121803,Dionísio,407424.150107957,595018.122002756,
MG,3121902,Divinésia,105474.402913771,187060.775827583,
MG,3122009,Divino,739180.491800273,915020.134688733,
MG,3122108,Divino das Laranjeiras,210661.723036588,291346.774199131,
MG,3122207,Divinolândia de Minas,186574.030769399,301509.845130045,
MG,3122306,Divinópolis,9287714.87411251,15476987.7281086,
MG,3122355,Divisa Alegre,,226601.687672689,
MG,3122405,Divisa Nova,173472.703421302,278473.437085275,
MG,3122454,Divisópolis,,304207.607142233,
MG,3122470,Dom Bosco,,199405.937736773,
MG,3122504,Dom Cavati,283822.994167061,313454.410013105,
MG,3122603,Dom Joaquim,152154.983183962,203321.102498307,
MG,3122702,Dom Silvério,421158.824947738,326656.803733754,
MG,3122801,Dom Viçoso,106565.234508292,168030.929529888,
MG,3122900,Dona Eusébia,226492.736891784,302459.842215373,
MG,3123007,Dores de Campos,344512.810052236,515852.364992243,
MG,3123106,Dores de Guanhães,163016.141699559,271198.889077965,
MG,3123205,Dores do Indaiá,692512.082631547,906818.26164948,
MG,3123304,Dores do Turvo,179175.523218025,248589.748752627,
MG,3123403,Doresópolis,65946.7234723446,77661.7267961588,
MG,3123502,Douradoquara,65670.0658265113,106027.372468839,
MG,3123528,Durandé,,331118.765163055,
MG,3123601,Elói Mendes,973617.577795418,1426629.95785562,
MG,3123700,Engenheiro Caldas,339199.41167039,452131.067552182,
MG,3123809,Engenheiro Navarro,256057.00900881,340073.13675649,
MG,3123858,Entre Folhas,,243801.919405306,
MG,3123908,Entre Rios de Minas,514702.178592709,815203.714010687,
MG,3124005,Ervália,567376.588038552,852578.175721224,
MG,3124104,Esmeraldas,934507.831122934,2394595.57018627,
MG,3124203,Espera Feliz,765108.242841278,1017985.26666469,
MG,3124302,Espinosa,1183768.12457194,1471364.3700568,
MG,3124401,Espírito Santo do Dourado,169202.171283397,236643.39754308,
MG,3124500,Estiva,385551.374006786,542065.597960561,
MG,3124609,Estrela Dalva,97143.5518199613,153108.880391375,
MG,3124708,Estrela do Indaiá,186951.697196596,190677.125183807,
MG,3124807,Estrela do Sul,324412.118305204,391916.863948457,
MG,3124906,Eugenópolis,399530.557671946,582617.094669877,
MG,3125002,Ewbank da Câmara,125305.709474716,207992.779142596,
MG,3125101,Extrema,660942.545855105,1225052.35799029,
MG,3125200,Fama,101992.9020758,149319.439796872,
MG,3125309,Faria Lemos,135910.430411237,209423.850796176,
MG,3125408,Felício dos Santos,154108.158540017,259823.252625785,
MG,3125507,São Gonçalo do Rio Preto,84175.9767277814,161250.462527757,
MG,3125606,Felisburgo,192543.433443135,293831.683973576,
MG,3125705,Felixlândia,504893.969255163,710497.240829434,
MG,3125804,Fernandes Tourinho,115689.051857551,118609.805834594,
MG,3125903,Ferros,454127.243120079,530768.681424489,
MG,3125952,Fervedouro,,408399.603858854,
MG,3126000,Florestal,233365.593602171,377534.319973816,
MG,3126109,Formiga,3192155.59003498,4592350.71774837,
MG,3126208,Formoso,234097.464983158,311188.665464732,
MG,3126307,Fortaleza de Minas,167781.704875983,236950.346348145,
MG,3126406,Fortuna de Minas,87021.9074281486,141695.79015443,
MG,3126505,Francisco Badaró,450639.006956046,475897.072238039,
MG,3126604,Francisco Dumont,103022.030073409,194271.207682998,
MG,3126703,Francisco Sá,860250.628780136,1158326.75386478,
MG,3126752,Franciscópolis,,288277.036219337,
MG,3126802,Frei Gaspar,208479.28980896,238816.803802629,
MG,3126901,Frei Inocêncio,289456.047573322,459259.964299222,
MG,3126950,Frei Lagonegro,,126720.21486942,
MG,3127008,Fronteira,405767.965564092,627847.875265314,
MG,3127057,Fronteira dos Vales,143206.063519482,216042.99448741,
MG,3127073,Fruta de Leite,,236195.5617956,
MG,3127107,Frutal,2149242.87731887,3201236.35014843,
MG,3127206,Funilândia,101479.383391593,170478.857810393,
MG,3127305,Galiléia,371687.461196221,371882.667334669,
MG,3127339,Gameleiras,,247703.638538151,
MG,3127354,Glaucilândia,,154995.728483978,
MG,3127370,Goiabeira,,154926.879945123,
MG,3127388,Goianá,,211976.170467123,
MG,3127404,Gonçalves,145182.834368896,223266.25505557,
MG,3127503,Gonzaga,177232.703943766,252642.233232638,
MG,3127602,Gouveia,451455.932810616,656448.854937642,
MG,3127701,Governador Valadares,12925823.3931432,19087411.8561348,
MG,3127800,Grão Mogol,545559.94137131,637755.300038528,
MG,3127909,Grupiara,64922.2783058031,105363.577609806,
MG,3128006,Guanhães,990179.724079539,1567099.59582391,
MG,3128105,Guapé,500972.936427718,774692.5700534,
MG,3128204,Guaraciaba,320835.60002268,512770.871294315,
MG,3128253,Guaraciama,,245113.300779131,
MG,3128303,Guaranésia,721319.884032689,1169533.85684424,
MG,3128402,Guarani,375022.511088414,530018.674750747,
MG,3128501,Guarará,168132.206655619,240038.010751755,
MG,3128600,Guarda-Mor,256757.47278538,385954.715353887,
MG,3128709,Guaxupé,2245277.22162126,3614663.99815129,
MG,3128808,Guidoval,295557.189027396,399759.006543755,
MG,3128907,Guimarânia,307498.371963473,375885.053518977,
MG,3129004,Guiricema,411938.812311901,523446.26186514,
MG,3129103,Gurinhatã,316857.388277464,403592.465517301,
MG,3129202,Heliodora,219319.179275391,318478.243255286,
MG,3129301,Iapu,462068.909970436,487142.893691042,
MG,3129400,Ibertioga,174824.536374382,275862.042484854,
MG,3129509,Ibiá,888637.485617912,1357925.55468664,
MG,3129608,Ibiaí,213353.16012184,328643.774976072,
MG,3129657,Ibiracatu,,267095.192330504,
MG,3129707,Ibiraci,371991.400359054,599674.332236976,
MG,3129806,Ibirité,3578990.2145497,7541842.68577081,
MG,3129905,Ibitiúra de Minas,125768.52809669,182017.431568891,
MG,3130002,Ibituruna,111568.258573548,150563.63278909,
MG,3130051,Icaraí de Minas,,406193.087145809,
MG,3130101,Igarapé,1100327.9430526,1465096.32300396,
MG,3130200,Igaratinga,237677.270611639,385918.334981483,
MG,3130309,Iguatama,428133.552395776,577584.932686212,
MG,3130408,Ijaci,173354.632627683,281881.829927876,
MG,3130507,Ilicínea,359505.798151952,601031.4210646,
MG,3130556,Imbé de Minas,,241683.674098921,
MG,3130606,Inconfidentes,286839.302350587,408839.354936256,
MG,3130655,Indaiabira,,293588.748163917,
MG,3130705,Indianópolis,195774.634038424,304133.201596396,
MG,3130804,Ingaí,106841.173937519,161793.691873865,
MG,3130903,Inhapim,1271249.12398106,1341534.03007844,
MG,3131000,Inhaúma,182682.675395532,297440.609543102,
MG,3131109,Inimutaba,217240.596097246,329416.51651788,
MG,3131158,Ipaba,,763668.936397926,
MG,3131208,Ipanema,736390.182178581,922153.013137893,
MG,3131307,Ipatinga,10483727.5889634,17695901.1600738,
MG,3131406,Ipiaçu,187500.752616473,236410.129706961,
MG,3131505,Ipuiúna,350407.335199043,524405.240172618,
MG,3131604,Iraí de Minas,227008.489389656,358530.692246478,
MG,3131703,Itabira,4501270.07506029,7486856.25869301,
MG,3131802,Itabirinha de Mantena,374498.648036076,499034.633491755,
MG,3131901,Itabirito,1628316.03689386,2632730.79007195,
MG,3132008,Itacambira,217393.470599429,231950.623762045,
MG,3132107,Itacarambi,628103.755878957,900635.363524141,
MG,3132206,Itaguara,472463.180172944,689268.91388047,
MG,3132305,Itaipé,382835.287308294,452106.563952906,
MG,3132404,Itajubá,5254926.68991587,7517360.26050538,
MG,3132503,Itamarandiba,901455.201741236,1336941.85359997,
MG,3132602,Itamarati de Minas,151470.143442593,200991.540842666,
MG,3132701,Itambacuri,795252.346437236,1176245.91293148,
MG,3132800,Itambé do Mato Dentro,89065.5414867718,125934.218243958,
MG,3132909,Itamogi,394147.418632953,636782.191229018,
MG,3133006,Itamonte,453564.045098754,784512.110763713,
MG,3133105,Itanhandu,662420.008427849,932415.588341512,
MG,3133204,Itanhomi,616558.809147473,641625.855595562,
MG,3133303,Itaobim,738612.507522138,1173170.01582037,
MG,3133402,Itapagipe,536550.183777417,792094.617298168,
MG,3133501,Itapecerica,1082138.10132995,1328290.18960943,
MG,3133600,Itapeva,238053.148194075,390647.725121663,
MG,3133709,Itatiaiuçu,283481.08381179,463380.454435574,
MG,3133758,Itaú de Minas,621614.18404486,1084941.03375254,
MG,3133808,Itaúna,3930804.7301901,5999416.77930787,
MG,3133907,Itaverava,198304.461287001,293329.199656613,
MG,3134004,Itinga,668988.705137902,640604.296206767,
MG,3134103,Itueta,241832.673143615,292412.997424337,
MG,3134202,Ituiutaba,5183294.46701687,6995405.26549467,
MG,3134301,Itumirim,296892.717174377,399291.991701701,
MG,3134400,Iturama,2085262.41335673,2193100.96998743,
MG,3134509,Itutinga,187376.524994067,262137.847250599,
MG,3134608,Jaboticatubas,480946.038749486,711963.030833797,
MG,3134707,Jacinto,393105.011392572,557957.826207971,
MG,3134806,Jacuí,262362.651821906,425696.267760955,
MG,3134905,Jacutinga,917197.582680472,1193190.68072625,
MG,3135001,Jaguaraçu,111486.762148165,162270.968856764,
MG,3135050,Jaíba,,1296781.67532906,
MG,3135076,Jampruca,,197157.482441667,
MG,3135100,Janaúba,2180984.19620492,3684051.0495036,
MG,3135209,Januária,2919909.5129494,3569701.26399868,
MG,3135308,Japaraíba,132082.383367188,238183.786851006,
MG,3135357,Japonvar,,333826.643422786,
MG,3135407,Jeceaba,268663.379614688,347943.040547072,
MG,3135456,Jenipapo de Minas,,273109.292583532,
MG,3135506,Jequeri,481671.223687405,650802.936921104,
MG,3135605,Jequitaí,288622.040493749,449913.807605684,
MG,3135704,Jequitibá,162124.667118606,253857.020884833,
MG,3135803,Jequitinhonha,780513.68261209,1142329.39890418,
MG,3135902,Jesuânia,168074.41275713,276583.155720325,
MG,3136009,Joaíma,523731.939549425,707237.539450541,
MG,3136108,Joanésia,235733.337284288,341626.623036754,
MG,3136207,João Monlevade,3594576.06128152,5241637.84217233,
MG,3136306,João Pinheiro,1963288.82488824,2423625.93391374,
MG,3136405,Joaquim Felício,150229.43310884,180001.363490652,
MG,3136504,Jordânia,345401.384310247,444854.137938636,
MG,3136520,José Gonçalves de Minas,,184698.999873571,
MG,3136553,José Raydan,,159995.208485124,
MG,3136579,Josenópolis,,154089.505150011,
MG,3136603,Nova União,172586.509227415,291481.491454514,
MG,3136652,Juatuba,,1028413.68593448,
MG,3136702,Juiz de Fora,29167170.9385274,42873259.2449713,
MG,3136801,Juramento,215874.807029745,221897.14369071,
MG,3136900,Juruaia,247596.882497588,392804.308788183,
MG,3136959,Juvenília,,363670.842339678,
MG,3137007,Ladainha,420933.914228657,615051.344058951,
MG,3137106,Lagamar,360248.639020272,484236.701656253,
MG,3137205,Lagoa da Prata,1548657.62561354,2402553.41043929,
